Restaurant Name,Locality,Cuisines,Average Cost for two,Aggregate rating
Desi Spice,Sector 72,North Indian,700,3
Food Destination,Sector 72,North Indian,500,3
Hungry Inn,Sector 72,North Indian,600,3
Shahenshah,Sector 72,North Indian,600,3
Oh Buoy - Flying Fox,Sector 93,Chinese,600,3
The Roll Van,Sector 93,North Indian,600,3
Adarsh Kulfi,Spice World Mall,Ice Cream,200,3
Hot Fries,Spice World Mall,Fast Food,400,3
BK's The Juice Bar,Supertech Shopprix Mall,Juices,300,3
Punjabi Pakwaan,Supertech Shopprix Mall,North Indian,1300,3
Bikano Chat Cafe,The Great India Place,North Indian,600,3
Dolce Gelato,The Great India Place,Ice Cream,400,3
Star Buffet,Mayfield,Asian,100,2.9
Desire Foods,Badarpur Border,Chinese,300,2.9
Raju Dhaba,Badarpur Border,North Indian,200,2.9
Cafe And More,Charmwood Village,Fast Food,400,2.9
Kolkata Hot Kathi Rolls,Charmwood Village,Fast Food,400,2.9
Welcome,Sector 10,North Indian,800,2.9
Sanjha Chulha,Sector 11,North Indian,800,2.9
Frontier,Sector 12,Bakery,300,2.9
Ashoka Restaurant,Sector 16,North Indian,500,2.9
Baskin Robbins,Sector 16,Ice Cream,400,2.9
Shiksha Fast Food,Sector 28,Fast Food,300,2.9
Snacks Bar,Sector 31,Chinese,400,2.9
Tanishka Restaurant & Caterers,Sector 37,North Indian,400,2.9
Domino's Pizza,Sector 43,Pizza,800,2.9
Punjabi Culture,Sector 43,North Indian,600,2.9
Three Olives,Sector 43,Italian,600,2.9
Shiv Saras Vyanjan,Sector 7,Mithai,200,2.9
Standard Family Restaurant,Sector 7,North Indian,500,2.9
Caramel,Sector 86,North Indian,700,2.9
Gupha,Sector 86,North Indian,600,2.9
Aggarwal Sweets Centre,Suraj Kund,Mithai,200,2.9
Chinese X'Press,Shipra Mall,Chinese,700,2.9
The Fresh Chicken Store,Ardee City,Raw Meats,400,2.9
Lattitude - Skycity Hotel,Best Western Skycity Hotel,North Indian,2600,2.9
Frontier,DLF Phase 1,Bakery,300,2.9
K Raga's,DLF Phase 1,North Indian,700,2.9
Roti Boti,DLF Phase 1,North Indian,800,2.9
Sama Chicken Biryani,DLF Phase 1,Biryani,300,2.9
Cake Point,DLF Phase 3,Bakery,700,2.9
The Paradise Biryani,DLF Phase 3,Biryani,800,2.9
Sugar & Spice - Le Marche,DLF South Point Mall,Bakery,900,2.9
Shree Rathnam,DT City Centre Mall,South Indian,900,2.9
Armory - Hotel Haut.Monde,Hotel Haute.Monde,Finger Food,1100,2.9
Hello Sichuan,MGF Metropolitan Mall,Chinese,800,2.9
Rajasthali,MGF Metropolitan Mall,Gujarati,800,2.9
Apni Rasoi,Old Railway Road,North Indian,500,2.9
Green Chick Chop,Old Railway Road,Raw Meats,400,2.9
JVR Jayka,Old Railway Road,North Indian,300,2.9
Pizza Man,Old Railway Road,Pizza,500,2.9
Samrat,Old Railway Road,Bakery,500,2.9
Burger Bites & More,Palam Vihar,Fast Food,500,2.9
Darjeeling Kanchanjanga Momos,Palam Vihar,Chinese,300,2.9
Express Kitchen,Palam Vihar,North Indian,700,2.9
Balaji Sweets & Snacks,Sector 14,North Indian,500,2.9
Baxman Delivers,Sector 14,North Indian,900,2.9
Frontier,Sector 14,Bakery,300,2.9
Moti Mahal Delux Tandoori Trail,Sector 14,North Indian,900,2.9
Shamji Sweets,Sector 14,Mithai,700,2.9
Uttarakhand Fast Food,Sector 14,North Indian,300,2.9
Delight Express,Sector 15,Chinese,500,2.9
Empress,Sector 15,North Indian,1100,2.9
Nite Bites,Sector 15,North Indian,700,2.9
Royal Mart,Sector 15,Bakery,400,2.9
Daawat-e! Amritsar,Sector 23,Mughlai,800,2.9
Chai Point,Sector 31,Tea,300,2.9
Fees - The Cloud Kitchen,Sector 31,North Indian,900,2.9
Harichatni.com,Sector 31,North Indian,600,2.9
Wow! Momo,Sector 31,Chinese,500,2.9
Delish Bake N Choc,Sector 45,Bakery,300,2.9
Green Chick Chop,Sector 56,Raw Meats,400,2.9
New Spice World,Sector 56,Chinese,700,2.9
The Blaze,Sector 56,North Indian,800,2.9
Sadabahar Hotel,Sohna Road,North Indian,500,2.9
Subway,Sohna Road,American,600,2.9
Raj Xpresso,Udyog Vihar,North Indian,700,2.9
XLNC Bakers,Udyog Vihar,Bakery,200,2.9
Anaaj,Unitech Infospace,North Indian,600,2.9
Chinese Bistro,Unitech Infospace,Chinese,700,2.9
3H Kitchen,Vyapar Kendra,North Indian,700,2.9
Oasis Kitchen,Vyapar Kendra,Chinese,300,2.9
The Pastry Hut,Vyapar Kendra,Bakery,200,2.9
Bhoomika,Vyapar Kendra,Bakery,300,2.9
The Lunch Break,Vyapar Kendra,North Indian,300,2.9
Aggarwal's Sweets Paradise,Alaknanda,Mithai,500,2.9
Neha's Treat,Alaknanda,Chinese,500,2.9
Punjabi Chaap Corner,Alaknanda,North Indian,300,2.9
Jugnu Gaming Zone and Cafe,Anand Vihar,Cafe,700,2.9
Kanwarji's,Ashok Vihar Phase 2,Street Food,400,2.9
Cafe Coffee Day,Barakhamba Road,Cafe,500,2.9
China Town,Basant Lok Market,Chinese,500,2.9
High Street Kitchen & Bar,Basant Lok Market,North Indian,1300,2.9
By The Way - Bellagio,Bellagio,Italian,1100,2.9
Angan Bakery & Cafe,Chanakyapuri,Bakery,700,2.9
Bawarchis,Chanakyapuri,Chinese,800,2.9
Chimney,Chanakyapuri,Chinese,900,2.9
Ikko,Chanakyapuri,North Indian,1700,2.9
Jammu And Kashmir House,Chanakyapuri,Kashmiri,600,2.9
Prince Cafe,Chander Nagar,South Indian,400,2.9
Khalsa Hindu Hotel,Chandni Chowk,North Indian,500,2.9
Rambhoj,Chandni Chowk,North Indian,200,2.9
Sindhi Chicken,Chandni Chowk,North Indian,500,2.9
Super Restaurant,Chandni Chowk,North Indian,300,2.9
Oh! China,Chittaranjan Park,Chinese,700,2.9
Punjabi Zaika,Chittaranjan Park,Chinese,600,2.9
The Mustard,Chittaranjan Park,Bengali,600,2.9
Cafe Coffee Day,Community Centre,Cafe,500,2.9
Khan Chicken Biryani,Community Centre,North Indian,600,2.9
Attitude Kitchen & Bar,Connaught Place,North Indian,1400,2.9
Chandrika,Daryaganj,North Indian,500,2.9
King Bikaneri,Daryaganj,North Indian,500,2.9
La Chocoallure,Defence Colony,Desserts,300,2.9
Little Dragon,Defence Colony,Fast Food,400,2.9
Khushboo Vaishno Dhaba,Delhi University-GTB Nagar,North Indian,200,2.9
Chimney,Dilshad Garden,North Indian,500,2.9
Twenty Four Seven,Dr. Zakir Hussain Marg,Fast Food,400,2.9
Wah Ji Wah,Durga Puri,North Indian,400,2.9
Republic of Chicken,East of Kailash,Raw Meats,500,2.9
Barichi,East Patel Nagar,North Indian,1100,2.9
Cafe Buddy's,East Patel Nagar,Fast Food,200,2.9
Cafe Coffee Day,East Patel Nagar,Cafe,500,2.9
Angels in my Kitchen,Greater Kailash (GK) 2,Bakery,400,2.9
Rollplay,Greater Kailash (GK) 2,Fast Food,400,2.9
Baskin Robbins,Green Park,Ice Cream,400,2.9
Da Pizza Corner,Green Park,Pizza,700,2.9
Sardar A Pure Meat Shop,GTB Nagar,Raw Meats,200,2.9
Bhogalji Bikaner Sweets,Gujranwala Town,Mithai,200,2.9
Big Fat Sandwich,Hauz Khas,American,900,2.9
Cakes & Bakes,Hauz Khas,Bakery,300,2.9
Hot & Hot,Hauz Khas,Chinese,400,2.9
Kallu Hot Zaika,Hauz Khas,Mughlai,900,2.9
Nirula's Ice Cream,Hauz Khas,Ice Cream,400,2.9
Spicy,Hauz Khas,North Indian,600,2.9
Abhishek Restaurant,IP Extension,North Indian,500,2.9
Bala's Kitchen,IP Extension,South Indian,400,2.9
Mosaic - SK Premium Park,Jail Road,North Indian,2600,2.9
Papa Veg Chinese Food,Jail Road,Chinese,500,2.9
SGF - Spice Grill Flame,Jail Road,North Indian,600,2.9
Shree Meenakshi Dosai,Jail Road,South Indian,300,2.9
Singz,Jail Road,North Indian,700,2.9
Tihar Food Court,Jail Road,Fast Food,400,2.9
Variety Chicken Corner,Jail Road,North Indian,500,2.9
Chawla Snacks,Jangpura,North Indian,300,2.9
New Evergreen Hotel,Jangpura,North Indian,500,2.9
The Biryani Hut,Jangpura,Biryani,500,2.9
Meenas,Janpath,North Indian,600,2.9
Chai Garam,Jasola,Beverages,400,2.9
Aggarwal Bikaneri Sweets,Kalkaji,Mithai,300,2.9
Aggarwal's Sweets,Kalkaji,Mithai,200,2.9
Bikaner Sweets & Namkeen,Kalkaji,Mithai,300,2.9
Cafe Coffee Day,Kalkaji,Cafe,500,2.9
Fouji Da Vaishno Dhaba,Kalkaji,North Indian,500,2.9
Kwality Sweets & Restaurant,Kalkaji,South Indian,300,2.9
Punjabi Snacks,Kalkaji,Street Food,300,2.9
Filmy Cafe & Bar,Kamla Nagar,North Indian,1300,2.9
Punjabi Chaap Corner,Kamla Nagar,North Indian,500,2.9
Amritsari Chaap Corner,Karol Bagh,North Indian,300,2.9
Kwality Bengali Sweets,Karol Bagh,Desserts,300,2.9
M J Dosa Corner,Karol Bagh,South Indian,200,2.9
Oberoi Biryani,Karol Bagh,North Indian,700,2.9
Swad Fast Food,Kirti Nagar,Chinese,400,2.9
Aapki Apni Rasoi,Krishna Nagar,North Indian,300,2.9
Advance Bakery,Krishna Nagar,Bakery,300,2.9
Apni Rasoi,Krishna Nagar,North Indian,400,2.9
Bharat Chicken Inn Foods,Krishna Nagar,Mughlai,500,2.9
Bobby Veg Corner,Krishna Nagar,Chinese,400,2.9
Brunch Point,Krishna Nagar,North Indian,200,2.9
Domino's Pizza,Krishna Nagar,Pizza,800,2.9
Food Villa,Krishna Nagar,North Indian,800,2.9
Shree Rathnam,Krishna Nagar,South Indian,900,2.9
The Chaupal Bar And Restaurant,Krishna Nagar,Chinese,900,2.9
Kabul Delhi,Lajpat Nagar 2,Afghani,600,2.9
Khan Chacha,Lajpat Nagar 2,Mughlai,700,2.9
Banspi,Laxmi Nagar,Chinese,400,2.9
China Town,Laxmi Nagar,Chinese,300,2.9
Little Pleasure Restaurant & Cafe,Laxmi Nagar,North Indian,700,2.9
Ovenstory Pizza,Laxmi Nagar,Pizza,600,2.9
Gopal's,Living Style Mall,Ice Cream,200,2.9
Dawat,Lodhi Colony,North Indian,500,2.9
Green Chick Chop,Lodhi Colony,Raw Meats,400,2.9
Ram Singh's Bhoj,Lodhi Colony,Mithai,400,2.9
Titu Restaurant,Lodhi Road,North Indian,400,2.9
Vijay Dhaba,Lodhi Road,North Indian,200,2.9
Ashirwad Dhaba,Mahipalpur,North Indian,300,2.9
Barichi Restaurant,Mahipalpur,North Indian,1100,2.9
Bikaner,Mahipalpur,Mithai,700,2.9
First Choice,Mahipalpur,North Indian,700,2.9
Spice Hut,Mahipalpur,North Indian,600,2.9
Taste of Vishal,Mahipalpur,North Indian,1000,2.9
Traffic Jaam,Mahipalpur,North Indian,600,2.9
Uttaranchal Dhaba & Restaurant,Mahipalpur,North Indian,300,2.9
Wah Ji Wah,Mahipalpur,North Indian,500,2.9
New Raja Sweets,Mayapuri Phase 2,Mithai,200,2.9
Aggarwal Sweet & Bakers,Mayur Vihar Phase 1,Mithai,200,2.9
Amit Hotel,Mayur Vihar Phase 1,North Indian,200,2.9
Ankur Family Restaurant,Mayur Vihar Phase 1,North Indian,400,2.9
Dolphin Rolls,Mayur Vihar Phase 1,Fast Food,300,2.9
Lahorian's Sweets & Bakers,Mayur Vihar Phase 1,Street Food,300,2.9
Nine 2 Nine Snacks & Restaurant,Mayur Vihar Phase 1,North Indian,300,2.9
Food Trax,Mayur Vihar Phase 2,Chinese,400,2.9
Samarpan Fast Food,Mayur Vihar Phase 3,Chinese,400,2.9
Shaan-E-Tandoorz,Mayur Vihar Phase 3,North Indian,500,2.9
The Test,Mayur Vihar Phase 3,North Indian,600,2.9
Mahara Hotel,Mehrauli,North Indian,500,2.9
Malik Vegetarian Rasoi,Mehrauli,North Indian,300,2.9
Yash Aadi Food Corner,Mehrauli,North Indian,500,2.9
Dill's Chawla Chik-Inn,MG Road,North Indian,800,2.9
Giani,Model Town 2,Ice Cream,500,2.9
Chicago Pizza,Moments Mall,Pizza,900,2.9
Darjeeling Momos,Moti Bagh,Chinese,300,2.9
Mughlaai Daawat,Moti Nagar,North Indian,600,2.9
Snaxpress Tastes & Cakes,Moti Nagar,Bakery,300,2.9
34 Parkstreet Lane,Mukherjee Nagar,Fast Food,300,2.9
Chawla The Pastry Palace,Mukherjee Nagar,Bakery,300,2.9
Tibet Kujing,Mukherjee Nagar,Chinese,500,2.9
Chinese Food,Munirka,Fast Food,300,2.9
Green Chick Chop,Munirka,Raw Meats,400,2.9
North East Castle,Munirka,Cafe,600,2.9
Pizza Point,Munirka,Fast Food,400,2.9
Take Away,Munirka,Chinese,500,2.9
Bobby Di Punjabi Rasoi,Najafgarh,North Indian,200,2.9
Chinese K. Food,Naraina,Chinese,400,2.9
Bhimsain's Bengali Sweet House,Nehru Place,Mithai,500,2.9
Gullu's,Netaji Subhash Place,North Indian,600,2.9
Al Zaika,New Friends Colony,North Indian,800,2.9
Deepika Khaitan's Cakes,New Friends Colony,Bakery,800,2.9
Khan Chicken Biryani,New Friends Colony,North Indian,600,2.9
Moti Mahal Delux,New Friends Colony,North Indian,900,2.9
MT Everest Food Corner,New Friends Colony,North Indian,800,2.9
Muradabad Ki Mashoor Sama Chicken Biryani,New Friends Colony,Biryani,400,2.9
New Laziz,New Friends Colony,North Indian,600,2.9
Kit Care Kabab Corner,Nizamuddin,North Indian,400,2.9
Al-Sameer,Paharganj,North Indian,500,2.9
Chowmein Hut,Paharganj,Chinese,300,2.9
Club India Cafe & Restaurant,Paharganj,North Indian,1000,2.9
Flavours,Paharganj,North Indian,600,2.9
Gagan Assam Bengal Restaurant,Paharganj,North Indian,400,2.9
Gold Resto Bar,Paharganj,North Indian,900,2.9
Grand Madras Cafe,Paharganj,South Indian,300,2.9
Malhotra Restaurant,Paharganj,North Indian,900,2.9
Mourya Sweets Chat Bhandar,Paharganj,Fast Food,300,2.9
Satyam Rooftop Restaurant,Paharganj,North Indian,700,2.9
Sonu South Indian Restaurant,Paharganj,South Indian,400,2.9
Vaga Bond,Paharganj,North Indian,600,2.9
Aayush Food Plaza,Palam,Chinese,400,2.9
Ankit Fast Food Corner,Palam,Chinese,300,2.9
Mughal Zaika Chicken Point,Palam,North Indian,500,2.9
Nawab Restaurant,Palam,North Indian,500,2.9
Radhika Sweets,Palam,Desserts,200,2.9
Aggarwal Sweets,Pandav Nagar,Street Food,300,2.9
Om Sai Dosa Corner,Pandav Nagar,South Indian,400,2.9
A Pizza House,Paschim Vihar,Pizza,600,2.9
Chuk Chuk Mail,Paschim Vihar,Chinese,400,2.9
Kabab Hut,Paschim Vihar,North Indian,700,2.9
Chinese Hut,Pitampura,Chinese,500,2.9
Giani,Pitampura,Ice Cream,500,2.9
Ram Chinese Food,Pitampura,Chinese,500,2.9
Asia 21,Preet Vihar,Asian,1900,2.9
Gopala,Preet Vihar,Mithai,300,2.9
Rupa Dairy,Preet Vihar,Mithai,300,2.9
Chakhna Food Point,Qutab Institutional Area,North Indian,300,2.9
Da Pizza Corner,Qutab Institutional Area,Pizza,700,2.9
Parashar's,Qutab Institutional Area,Chinese,300,2.9
Abdul Muradabadi Chicken,R K Puram,North Indian,400,2.9
Jasmine Fast Food Centre,R K Puram,North Indian,300,2.9
Khalsa Restaurant,R K Puram,North Indian,700,2.9
Cafe Coffee Day,Race Course,Cafe,500,2.9
Cafe Coffee Day,Rajinder Nagar,Cafe,500,2.9
Domino's Pizza,Rajinder Nagar,Pizza,800,2.9
Durga Dhaba,Rajinder Nagar,North Indian,300,2.9
Fresh Meat CO,Rajinder Nagar,Raw Meats,400,2.9
Hyderabadi Biryani Parlour,Rajinder Nagar,Biryani,400,2.9
Nirula's Ice Cream,Rajinder Nagar,Ice Cream,300,2.9
Punjab Chicken & Bar-Be-Que,Rajinder Nagar,North Indian,700,2.9
Tomatoes Kitchen,Rajinder Nagar,North Indian,800,2.9
Chawla Family Restaurant,Rajouri Garden,North Indian,800,2.9
Chidya Ghar - Roseate House,Roseate House,Continental,3800,2.9
Chawla Fast Food,Safdarjung,North Indian,400,2.9
Giani,Safdarjung,Ice Cream,400,2.9
Subway,Safdarjung,American,600,2.9
The Blue Tandoor,Sainik Farms,North Indian,1100,2.9
Touch of Punjab,Saket,North Indian,800,2.9
Al-Arabi Restaurant,Sarita Vihar,Arabian,700,2.9
Muradabadi Biryani Centre,Satyaniketan,Mughlai,500,2.9
A-One Green Sweet Corner,SDA,Mithai,300,2.9
Typsy Crow,SDA,North Indian,1100,2.9
Aggarwal Sweet India,Shahdara,Mithai,200,2.9
Amchur,Shahdara,North Indian,500,2.9
Chanana Ice Cream Parlour,Shahdara,Ice Cream,200,2.9
Chowranghee,Shahdara,Fast Food,400,2.9
Empire,Shahdara,Street Food,200,2.9
Priya Panchvati,Shahdara,South Indian,600,2.9
Titu Chaat Corner,Shahdara,Street Food,300,2.9
Vrinda's Food,Shahdara,North Indian,700,2.9
Haveliram,Shakarpur,North Indian,500,2.9
Vijay Eating Point,Shakarpur,North Indian,500,2.9
Bangla Sweets & Pastry Shop,Shalimar Bagh,Mithai,200,2.9
Pandit Ji Ka Dhaba,Shalimar Bagh,North Indian,200,2.9
Sardar Ji Punjabi Jayeka,Shalimar Bagh,North Indian,300,2.9
Aggarwal Sweet and Restaurant,South Extension 2,North Indian,500,2.9
Burger Lust,South Extension 2,Fast Food,200,2.9
Chic Fillet,South Extension 2,Fast Food,400,2.9
Domino's Pizza,South Extension 2,Pizza,800,2.9
Maakhansingh,Spark Mall,North Indian,500,2.9
Punjabi's Veg Grill,Subhash Nagar,North Indian,400,2.9
Valentine Coffee Bar,Subhash Nagar,Beverages,500,2.9
Chennai X-Press,Tagore Garden,Fast Food,300,2.9
Frontier,Tagore Garden,Bakery,300,2.9
Gyan Di Hatti,Tagore Garden,North Indian,300,2.9
Slurp Pasta Express,The India Mall,Cafe,400,2.9
The Lodhi Bakery - The Lodhi,The Lodhi,Bakery,500,2.9
Aggarwal Sweet Center,Tilak Nagar,Mithai,200,2.9
Alag Khana Khazana,Tilak Nagar,North Indian,500,2.9
Bhatura King,Tilak Nagar,Street Food,200,2.9
Brothers' Bakery,Tilak Nagar,Fast Food,400,2.9
Dev Burger,Tilak Nagar,Fast Food,400,2.9
Neelma Punjabi Dhaba,Tilak Nagar,North Indian,300,2.9
South Indian Hut,Tilak Nagar,South Indian,400,2.9
Wow! Momo,Unity One Mall,Tibetan,400,2.9
Amritsari Dhaba,Uttam Nagar,North Indian,300,2.9
Apna Swad,Uttam Nagar,North Indian,600,2.9
Chatkaara Point,Uttam Nagar,Fast Food,300,2.9
Shri Bikaner Sweets,Uttam Nagar,Fast Food,300,2.9
Tanatan Corner,Uttam Nagar,North Indian,300,2.9
Fattoush,V3S Mall,Lebanese,300,2.9
The Yummy Chilli,V3S Mall,Mughlai,700,2.9
DCK- Dana Choga's Kitchen,Vasant Square Mall,North Indian,900,2.9
Foodland by Orchid,Vasant Vihar,North Indian,1000,2.9
Aggarwal Sweet Corner,Vasundhara Enclave,Mithai,200,2.9
Pauls Food,Vasundhara Enclave,North Indian,600,2.9
Punjabi Vaishno Rasoi,Vasundhara Enclave,North Indian,300,2.9
Republic of Chicken,Vasundhara Enclave,Raw Meats,500,2.9
Sindhi Dhaba,Vijay Nagar,North Indian,300,2.9
Chatkora Food N Snacks Corner,Vikaspuri,Fast Food,400,2.9
Bansal Mithai Wale,Vivek Vihar,Mithai,200,2.9
The Dosa King,Vivek Vihar,South Indian,500,2.9
Momos House,Yusuf Sarai,Chinese,400,2.9
Knights Chaska,Ansal Plaza Mall,North Indian,900,2.9
Taco Street,Greater Noida,Fast Food,600,2.9
Yu Turn,Greater Noida,North Indian,1100,2.9
Desi Galli,Harsha Mall,North Indian,600,2.9
Tea Lounge - Jaypee Greens,Jaypee Greens Golf & Spa Resort,Cafe,1000,2.9
Kebab Xpress,Logix City Centre,North Indian,700,2.9
Baker's Zone,MSX Mall,Bakery,300,2.9
Chip Chap Shahi Corner,Sector 10,North Indian,300,2.9
Mother's Kitchen,Sector 10,North Indian,200,2.9
Chicken Kraft,Sector 110,North Indian,500,2.9
Chinese By Nature,Sector 110,Chinese,500,2.9
Green Chick Chop,Sector 110,Raw Meats,400,2.9
Bawarchi,Sector 132,North Indian,500,2.9
Chaska By Taste,Sector 132,North Indian,700,2.9
Super Cake Shop,Sector 132,Bakery,400,2.9
Cake n Flower,Sector 15,Bakery,200,2.9
Kalpana Hotel,Sector 15,North Indian,300,2.9
Shree Balaji Shudh Vaishno Hotel,Sector 15,North Indian,200,2.9
Barista,Sector 16,Cafe,700,2.9
Anand Food Factory,Sector 2,North Indian,400,2.9
Khana Khajana Da Dhaba,Sector 27,North Indian,500,2.9
Uncle's Punjabi Rasoi,Sector 27,North Indian,500,2.9
Yours Deliciously,Sector 27,Street Food,400,2.9
Sultanate of Spice,Sector 28,North Indian,600,2.9
Pind Balluchi,Sector 34,North Indian,1000,2.9
Shahenshah,Sector 37,North Indian,600,2.9
The Amazing Buger's,Sector 37,Fast Food,500,2.9
China Hot,Sector 41,Chinese,500,2.9
JSB Evergreen Cool Point,Sector 41,North Indian,500,2.9
Keventers,Sector 41,Beverages,500,2.9
Cafe Onion Rings,Sector 44,North Indian,600,2.9
Sanghai Food,Sector 44,Chinese,500,2.9
The Roll Van,Sector 45,North Indian,600,2.9
Amrit's Agni Multi Cuisine Restaurant,Sector 48,North Indian,600,2.9
Chauhan Hotel,Sector 52,North Indian,200,2.9
Kaka Ji Restaurant,Sector 53,North Indian,900,2.9
Lazzez's,Sector 53,North Indian,700,2.9
Snacks Point,Sector 55,Chinese,200,2.9
B Tamang Chineese,Sector 56,Chinese,400,2.9
Barista,Sector 58,Cafe,700,2.9
Shivam Fast Food,Sector 59,North Indian,400,2.9
Chinese Chilli Sizzler,Sector 62,Chinese,300,2.9
Hot & Spicy,Sector 62,Chinese,300,2.9
Masters Caterer,Sector 62,North Indian,500,2.9
Republic's @ Dhaba,Sector 62,North Indian,800,2.9
The Chaiwalas,Sector 62,Cafe,400,2.9
Thaaliwaalaa.com,Sector 71,North Indian,300,2.9
Bikaner's,Sector 72,Mithai,500,2.9
Handi,Sector 72,North Indian,900,2.9
Keventers,Sector 72,Beverages,500,2.9
La-Cuisine,Sector 72,North Indian,600,2.9
Mithaas,Sector 72,North Indian,700,2.9
The Chinese Hut,Sector 72,Chinese,500,2.9
Chinese Chilli Seasonal,Sector 93,Chinese,400,2.9
Knight Rock,Badarpur Border,North Indian,600,2.8
Punjab Restaurant,Badarpur Border,North Indian,200,2.8
Rakheja Bakery,Badarpur Border,Bakery,200,2.8
Kebab Xpress,Crown Interiorz Mall,North Indian,700,2.8
Gelato Vinto,Eldeco Station 1 Mall,Desserts,300,2.8
Cafe Light,Parsavnath City Mall,Cafe,600,2.8
Momo-Cha,Sector 10,North Indian,500,2.8
Eat N Treat,Sector 17,Chinese,500,2.8
Red Chilli,Sector 17,Chinese,400,2.8
Hareram Bikanerzaika,Sector 21,Mithai,300,2.8
Shree Bikaner Misthan Bhandar,Sector 21,Street Food,400,2.8
Laziz Restaurant,Sector 37,North Indian,700,2.8
D ART of Flavour,Suraj Kund,North Indian,600,2.8
Italia Cafe by Aura,Suraj Kund,Fast Food,500,2.8
Chaudhary Ke Mashhoor Paranthe,Indirapuram,North Indian,200,2.8
Club Tokyo - Best Western Skycity Hotel,Best Western Skycity Hotel,Japanese,1600,2.8
Isabella,Cyber Greens,North Indian,800,2.8
Domino's Pizza,DLF Mega Mall,Pizza,800,2.8
Pizza Hut Delivery,DLF Mega Mall,Italian,900,2.8
Subway,DLF Phase 1,American,600,2.8
Cake On Wheels,DLF Phase 3,Bakery,300,2.8
Yo Yo China Town,DLF Phase 3,Chinese,500,2.8
Karim's,Global Foyer Mall,Mughlai,1100,2.8
Curry n Phulka,Golf Course Road,North Indian,600,2.8
Jaguar,Golf Course Road,Chinese,900,2.8
Subway,Hong Kong Bazaar Mall,American,600,2.8
The Bridge - Hotel Clark Inn Gurgaon,Hotel Clark Inn,North Indian,1500,2.8
Gardenia - Hotel Grenville,Hotel Grenville,North Indian,1600,2.8
Power Play Resto Bar,JMD Regent Arcade Mall,North Indian,1900,2.8
The Atrium - By Jukaso It Suites,Jukaso It Suites,Asian,1600,2.8
Ammu's South Indian Restaurant,MG Road,South Indian,400,2.8
Chini Bowl,MG Road,Chinese,900,2.8
Mehfil-e-Handi,MG Road,North Indian,500,2.8
Mini Mahal Delux,MG Road,North Indian,1300,2.8
Rupa Tikki Wala And Caterers,Old Railway Road,Street Food,200,2.8
Unique Bus Wales,Old Railway Road,Chinese,300,2.8
Cafe Coffee Day,Qutab Plaza,Cafe,500,2.8
Chacha's Take Away,Qutab Plaza,North Indian,800,2.8
Domino's Pizza,Qutab Plaza,Pizza,800,2.8
Green Chick Chop,Qutab Plaza,Raw Meats,400,2.8
Assam Tea Corner,Sector 14,Chinese,200,2.8
Cafe Coffee Day,Sector 14,Cafe,500,2.8
Chinar Junction,Sector 14,North Indian,700,2.8
Republic of Chicken,Sector 14,Raw Meats,500,2.8
Wahid Food Corner,Sector 14,North Indian,500,2.8
